job_id,title,formatted_work_type,remote_allowed,normalized_salary,formatted_experience_level,location,listed_time,skills_combined,num_skills,listed_month,cluster_k8,cluster_k10,cluster_k12,cluster,cluster_label
3887841225,"Travel/Contract Physical Therapist *up to $2,700/wk*",Contract,,,Entry level,"Sacramento, CA",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887841226,Intensive care unit (ICU) RN - 10K Sign on bonus,Full-time,,,Entry level,"San Jose, CA",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887841227,Laboratory Manager - day shift - ASCP licensed - Sign on bonus,Full-time,,,Mid-Senior level,"Roswell, NM",2024-04-06 01:02:37,"Research, Analyst, Information Technology",3,2024-04,0,9,11,9,Information Technology & Digital
3887841255,Operations Manager,Full-time,,,,Greater Orlando,2024-04-06 01:03:20,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887841256,Manufacturing Process Engineer,Full-time,,78000.0,Mid-Senior level,"Portland, OR",2024-04-06 00:52:47,"Engineering, Manufacturing, Administrative",3,2024-04,7,6,5,6,Administrative & Legal
3887841282,"Counsel, Ads Legal",Full-time,,,,"Dallas, TX",2024-04-06 01:07:35,Legal,1,2024-04,6,6,7,6,Administrative & Legal
3887841363,EHS Engineer,Full-time,,,Entry level,"Grenada, MS",2024-04-06 01:17:52,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887841374,Structural Design Engineer,Full-time,,,Entry level,"Hunt Valley, MD",2024-04-06 01:20:24,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3887841828,MANAGER TRAINEE,Full-time,,,Internship,"Napa, CA",2024-04-06 01:26:37,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887841837,Pre-School Lead Teachers and Teacher Assistants,Full-time,,,,"Brooklyn, NY",2024-04-06 01:27:46,"Education, Training",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887841866,"Sales Executive, Urology and Gynecology - Nashville, TN",Full-time,1.0,,Mid-Senior level,United States,2024-04-06 01:29:45,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887842000,Registered Nurse - RN - Rehab,Full-time,,,,"Indianapolis, IN",2024-04-06 00:42:42,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842001,Registered Nurse - RN - LTAC,Full-time,,,,"Tulsa, OK",2024-04-06 00:43:18,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842002,Registered Nurse - RN - Case Management,Full-time,,,,"Boston, MA",2024-04-06 00:43:25,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842003,Registered Nurse - RN - LTAC,Full-time,,,,"Tucson, AZ",2024-04-06 00:43:25,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842004,REGISTERED NURSE SENIOR ADULT UNIT,Full-time,,,,"Beverly, MA",2024-04-06 00:43:25,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842005,Registered Nurse - RN - Telemetry,Full-time,,,,"Akron, OH",2024-04-06 00:43:30,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842007,Registered Nurse - RN - LTAC,Full-time,,,,"Morgantown, WV",2024-04-06 00:43:40,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842011,Registered Nurse - RN - LTAC,Full-time,,,,"Morgantown, WV",2024-04-06 00:44:18,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842012,Registered Nurse - RN - LTAC,Full-time,,,,"Nashville, TN",2024-04-06 00:44:18,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842013,Registered Nurse - RN - Intensive Care Unit - ICU,Full-time,,,,"Devils Lake, ND",2024-04-06 00:44:18,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842014,Registered Nurse - RN - ER (Emergency Room),Full-time,,,,"Los Angeles, CA",2024-04-06 00:44:22,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842016,REGISTERED NURSE MANAGER,Full-time,,,,"Pittsfield, MA",2024-04-06 00:44:31,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842019,REGISTERED NURSE Med /Surg Unit,Full-time,,70720.0,,"Claremont, NH",2024-04-06 00:44:45,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842020,Registered Nurse - RN - LTAC,Full-time,,,,"Des Moines, IA",2024-04-06 00:44:46,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842022,REGISTERED NURSE Med /Surg Unit,Full-time,,70720.0,,"Franconia, NH",2024-04-06 00:44:48,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842117,"Manager, People M&A",Full-time,,,Mid-Senior level,"San Francisco, CA",2024-04-06 01:07:35,Human Resources,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887842123,Assistant Public Defender,Full-time,,,,"Tuscaloosa, AL",2024-04-06 01:00:41,Legal,1,2024-04,6,6,7,6,Administrative & Legal
3887842172,"Nurse Practitioner - Wound Care (Ocala, FL)",Full-time,,,Associate,"Ocala, FL",2024-04-06 00:59:43,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887842173,Regional Manager,Full-time,1.0,,Mid-Senior level,"Fort Lauderdale, FL",2024-04-06 01:10:49,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887842194,Grants Management Associate,Full-time,,,Associate,"Alexandria, VA",2024-04-06 01:04:10,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3887842653,Reset Specialist,Full-time,,,Mid-Senior level,"Savannah, GA",2024-04-06 01:23:35,Sales,1,2024-04,4,5,3,5,Finance & Sales
3887843050,Physical Therapist *$5k Sign-on!*,Full-time,,,Entry level,"Buena Vista, CO",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887843051,Travel - Registered Nurse - Step Down,Full-time,,26352.0,Mid-Senior level,"Carthage, MO",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887843070,Study Coordinator,Full-time,,,,"Clearwater, FL",2024-04-06 00:56:01,"Research, Analyst, Information Technology",3,2024-04,0,9,11,9,Information Technology & Digital
3887843072,Front Office (Mission Control) Rooms Control Coordinator,Full-time,,,,"Washington, DC",2024-04-06 00:52:42,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887843142,Store Sales Associate - Day Shit,Full-time,,,Entry level,"Kahului, HI",2024-04-06 01:10:49,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887843144,Business Development Lead (Contract),Contract,1.0,,Mid-Senior level,United States,2024-04-06 01:10:58,"Business Development, Sales",2,2024-04,4,3,6,3,Sales & Business Development
3887843173,Account Executive,Full-time,,,,"Fremont, CA",2024-04-06 01:04:19,Sales,1,2024-04,4,5,3,5,Finance & Sales
3887843620,Fuel Specialist,Full-time,,,Mid-Senior level,"Temple, TX",2024-04-06 01:23:35,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3887843630,Service Technician 1,Full-time,,,Entry level,San Angelo Area,2024-04-06 01:27:24,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3887843638,Remote Customer Service Representative - FINRA 26,Full-time,1.0,50000.0,Mid-Senior level,"South Carolina, United States",2024-04-06 01:29:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887843648,Sr. Customer Service Rep II - Annuities,Full-time,1.0,50000.0,Mid-Senior level,"Oklahoma, United States",2024-04-06 01:29:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887843651,Process Engineer- Benchmarking,Full-time,,,,"Houston, TX",2024-04-06 01:19:10,Engineering,1,2024-04,6,2,1,2,Engineering & IT
3887844018,Sales Broker,Full-time,1.0,151840.0,,United States,2024-04-06 00:49:07,"Sales, Management",2,2024-04,6,5,3,5,Finance & Sales
3887844080,"Counsel, Ads Legal",Full-time,,199000.0,,"New York, NY",2024-04-06 01:07:35,Legal,1,2024-04,6,6,7,6,Administrative & Legal
3887844133,Senior Sales Operations Analyst,Full-time,,,Mid-Senior level,"Suffolk County, MA",2024-04-06 01:12:41,"Business Development, Sales",2,2024-04,4,3,6,3,Sales & Business Development
3887844150,Ivanti Security Consultant - REMOTE - Long Term Contract ,Contract,1.0,,Mid-Senior level,"San Diego, CA",2024-04-06 01:06:48,"Information Technology, Engineering, Design",3,2024-04,0,2,1,2,Engineering & IT
3887844164,Buyer/Planner,Full-time,,,Mid-Senior level,"Jefferson City, MO",2024-04-06 01:17:52,"Purchasing, Supply Chain",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887844165,Product Engineer,Full-time,,,Entry level,"Grenada, MS",2024-04-06 01:17:52,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3887844175,Senior Transportation Structural Engineer,Full-time,,,Mid-Senior level,"Hunt Valley, MD",2024-04-06 01:20:24,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3887844176,CADD Technician,Full-time,,,Entry level,"Hunt Valley, MD",2024-04-06 01:20:24,Information Technology,1,2024-04,0,9,11,9,Information Technology & Digital
3887844203,Retail Sales Associate (Part-Time),Part-time,,,Entry level,"Vallejo, CA",2024-04-06 01:26:37,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887844289,Commercial Sales Manager,Full-time,,,Mid-Senior level,"San Fernando, CA",2024-04-06 01:26:37,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887844313,Shift Supervisor (Full-Time),Full-time,,,Mid-Senior level,"Firebaugh, CA",2024-04-06 01:26:37,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887845001,CT & Xray Technologist - Up to 10K in signing incentives,Full-time,,,Mid-Senior level,"Alamogordo, NM",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845002,Full-Time Registered Nurse: Long-Term Care (RN),Full-time,,,Mid-Senior level,"Ladysmith, WI",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845003,"FT Inpatient Rehab Physical Therapist *$30,000 SIGN ON BONUS*",Full-time,,,Entry level,"Utica, OH",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845004,"LTC Licensed Practical Nurse - LOCAL CONTRACT/Travel **up to $1,600/wk** (LPN)",Contract,,,Entry level,"Benson, MN",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845005,"Travel/Contract Speech Language Pathologist *up to $2,400/wk*",Contract,,,Entry level,"Lubbock, TX",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845006,"Registered Nurse Manager (Med/Surg) *UP TO $80,000*",Full-time,,,Mid-Senior level,"Montgomery, AL",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845007,Travel - PTA - Contract $1600/wk,Contract,,,Mid-Senior level,"Lansing, KS",2024-04-06 01:02:37,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887845008,CT Technologist Full time - 10K Sign on bonus,Full-time,,,Mid-Senior level,"Salinas, CA",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845009,"Travel Long-Term Care Licensed Practical Nurse**up to 1,800/wk** (LPN)",Full-time,,,Entry level,"Montevideo, MN",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845010,CT Technologist - Competitive Pay + Sign on bonus!,Full-time,,,Mid-Senior level,"Roswell, NM",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845011,Emergency Room Registered Nurse - RN - 10k Sign On,Full-time,,,Mid-Senior level,"Meadville, PA",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845012,RN Registered Nurse - Labor and Delivery - Sign on Bonus,Full-time,,,Mid-Senior level,"Carlsbad, NM",2024-04-06 01:02:37,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845052,"Counsel, Ads Legal",Full-time,,199000.0,,"Chicago, IL",2024-04-06 01:07:35,Legal,1,2024-04,6,6,7,6,Administrative & Legal
3887845055,"Nurse Practitioner - Wound Care (Houston, TX)",Full-time,,,Associate,"Houston, TX",2024-04-06 00:57:54,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887845137,Digital Channels Coordinator,Full-time,,,Entry level,"Miami, FL",2024-04-06 01:17:16,"Marketing, Public Relations, Writing/Editing",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887845151,Structural Project Engineer,Full-time,,,Entry level,"Raleigh, NC",2024-04-06 01:20:24,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3887845246,Commercial Sales Manager,Full-time,,,Mid-Senior level,"Bishop, CA",2024-04-06 01:26:37,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887845396,MANAGER TRAINEE,Full-time,,,Internship,"Lincoln, CA",2024-04-06 01:26:37,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887845551,Delivery Driver (Full-Time),Full-time,,,Entry level,"Silverthorne, CO",2024-04-06 01:26:37,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887845560,Clinical Trial Assistant (CTA),Full-time,,112500.0,Entry level,"La Jolla, California, United States",2024-04-06 01:22:25,"Research, Analyst, Information Technology",3,2024-04,0,9,11,9,Information Technology & Digital
3887845568,"Clinical Research Associate (CRA, In-House)",Full-time,,,Entry level,"La Jolla, California, United States",2024-04-06 01:22:25,"Research, Analyst, Information Technology",3,2024-04,0,9,11,9,Information Technology & Digital
3887845588,Sr. Customer Service Rep II - Annuities,Full-time,1.0,,Mid-Senior level,"Oklahoma, United States",2024-04-06 01:29:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887846287,Sr. Customer Service Rep II - Annuities,Full-time,1.0,,Mid-Senior level,"Oklahoma, United States",2024-04-06 01:29:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887849493,HVAC Technician III,Full-time,,,Entry level,"Fairfax, VA",2024-04-06 01:32:45,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887849904,Client Service Team Lead,Full-time,,,,"Columbia, MD",2024-04-06 01:34:56,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887850131,Assessment Planner,Full-time,,,Mid-Senior level,"Fairfax, VA",2024-04-06 01:32:45,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887850794,Sales Specialist,Full-time,,,,"Cherry Hill, NJ",2024-04-06 01:23:31,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887850813,Universal Banker-7,Full-time,,,,"Millersville, MD",2024-04-06 01:34:56,"Finance, Sales",2,2024-04,5,5,10,5,Finance & Sales
3887851270,Director of Master’s Student Services,Full-time,,,Director,"Arlington, VA",2024-04-06 01:32:45,"Education, Training",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887851777,QC Coder II,Full-time,1.0,,Entry level,"League City, Texas, United States",2024-04-06 01:33:12,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3887851855,Integrated Marketing Campaign Lead,Full-time,1.0,151600.0,Mid-Senior level,United States,2024-04-06 01:41:51,"Marketing, Sales",2,2024-04,6,5,3,5,Finance & Sales
3887851909,Route Supervisor,Full-time,,,,"Santa Barbara, CA",2024-04-06 01:31:10,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887851929,INTERN LEAN Manufacturing Summer 2024,Internship,,,Internship,"Seguin, TX",2024-04-06 01:44:01,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887852697,Provider Relationship Manager,Full-time,1.0,90000.0,Mid-Senior level,"Fly-In Acres, CA",2024-04-06 01:33:12,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887852701,Processing Specialist II,Full-time,,41600.0,Entry level,"Gardena, CA",2024-04-06 01:33:12,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887852763,Elementary School Teacher,Full-time,,,,"Mohrsville, PA",2024-04-06 01:28:01,"Education, Training",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887852921,EHS Training Coordinator,Full-time,,,Entry level,"Pecos, TX",2024-04-06 01:38:36,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887852977,Merchandise Manager - 1119,Full-time,,,Mid-Senior level,"Fort Worth, TX",2024-04-06 01:51:19,"Marketing, Sales",2,2024-04,6,5,3,5,Finance & Sales
3887853625,Chart Retrieval Specialist,Contract,,37440.0,Entry level,"Hollywood, FL",2024-04-06 01:33:12,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887853674,Technical Writer,Full-time,,92500.0,Mid-Senior level,"Kirkland, WA",2024-04-06 01:28:22,"Writing/Editing, Information Technology, Engineering",3,2024-04,0,2,1,2,Engineering & IT
3887853721,Instrument Fitter,Contract,,63440.0,,"Freeport, TX",2024-04-06 01:31:02,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887853814,"Frontline Sales Consultant ($75,000-$200,000/yr)",Full-time,,137500.0,Entry level,"New Orleans, LA",2024-04-06 01:35:02,Sales,1,2024-04,4,5,3,5,Finance & Sales
3887853815,Retail Relationship Banker - 95th and Ashland,Full-time,,54357.5,,"Chicago, IL",2024-04-06 01:47:13,"Finance, Sales",2,2024-04,5,5,10,5,Finance & Sales
3887853865,Support Lead Part Time - 946/Tyrone,Part-time,,,Mid-Senior level,"St Petersburg, FL",2024-04-06 01:51:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887853866,PT SUPPORT LEAD,Part-time,,,Mid-Senior level,"Alexandria, LA",2024-04-06 01:51:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887853867,Task Associate,Full-time,,,,"Massapequa Park, NY",2024-04-06 01:50:12,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887853960,"Territory Manager, CPR EMS",Full-time,1.0,,Mid-Senior level,United States,2024-04-06 01:52:43,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887854402,Sr. General Manager ,Full-time,,67500.0,Mid-Senior level,"Nevada, United States",2024-04-06 01:21:40,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887854536,Property Manager,Full-time,,,Mid-Senior level,"Baytown, TX",2024-04-06 01:41:39,"Sales, Management",2,2024-04,6,5,3,5,Finance & Sales
3887854612,Senior Product Designer,Full-time,1.0,160000.0,Mid-Senior level,Los Angeles Metropolitan Area,2024-04-06 01:44:43,"Design, Art/Creative, Information Technology",3,2024-04,0,9,11,9,Information Technology & Digital
3887854701,Support Lead,Part-time,,,Mid-Senior level,"Hixson, TN",2024-04-06 01:51:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887854702,Customer Experience Manager,Full-time,,,Mid-Senior level,"Farmington, CT",2024-04-06 01:51:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887854779,General Superintendent,Contract,,,Executive,"Knoxville, TN",2024-04-06 01:51:21,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887854824,Associate Territory Manager - Peoria / Quad Cities,Full-time,,,Mid-Senior level,"Peoria, IL",2024-04-06 01:52:39,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887854829,Regional Manager - Florida West,Full-time,,,Mid-Senior level,"Tampa, FL",2024-04-06 01:52:39,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887854831,Senior Endpoint Engineer/Intune Specialist,Full-time,,112500.0,Mid-Senior level,"Massachusetts, United States",2024-04-06 01:52:43,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3887854967,Chief Nursing Officer,Other,,,Executive,"Scottsdale, AZ",2024-04-06 01:58:08,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855098,Director Product Management,Full-time,1.0,174300.0,Director,United States,2024-04-06 01:41:51,"Product Management, Marketing",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887855212,Speech Language Pathologist,Full-time,,,Entry level,"Des Moines, WA",2024-04-06 01:45:46,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855244,Associate Banker,Part-time,,,,"Petaluma, CA",2024-04-06 01:47:13,"Finance, Sales",2,2024-04,5,5,10,5,Finance & Sales
3887855247,Administrative Assistant,Full-time,1.0,,,United States,2024-04-06 01:40:34,Administrative,1,2024-04,7,6,5,6,Administrative & Legal
3887855378,International Student - Study and Work Opportunity in the UAE,Full-time,1.0,,Internship,NAMER,2024-04-06 01:39:59,"Education, Research, Training",3,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887855415,Quality Control Inspector,Full-time,,,Mid-Senior level,"Deerfield, WI",2024-04-06 01:52:42,Quality Assurance,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887855464,Digital Embellishment Sales Specialist,Full-time,1.0,,Entry level,"Milwaukee, WI",2024-04-06 01:56:22,"Design, Art/Creative, Information Technology",3,2024-04,0,9,11,9,Information Technology & Digital
3887855567,Med-Surg Registered Nurse,Contract,,,,"Chicago, IL",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855568,CT Technologist,Contract,,,,"Newton Lower Falls, MA",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855569,ICU/CCU Registered Nurse,Contract,,,,"Charlottesville, VA",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855570,PCU/Step-down Nurse,Contract,,,,"Rapid City, SD",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855572,Respiratory Therapist,Contract,,,,"Lima, OH",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855573,X-Ray Technologist,Contract,,,,"Lafayette, IN",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855574,Cath Lab Technologist,Contract,,,,"Stuart, FL",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855575,Telemetry Registered Nurse,Contract,,,,"Biddeford, ME",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887855640,Front End Entry Level,Part-time,,,,"Pleasant Valley, NY",2024-04-06 02:04:38,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887855710,Zone Lead - PT,Part-time,,,Mid-Senior level,"Lubbock, TX",2024-04-06 02:06:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887855712,Zone Lead - PT,Part-time,,,Mid-Senior level,"Fort Worth, TX",2024-04-06 02:06:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887855766,Installation Project Manager I- Des Plaines,Full-time,,,Mid-Senior level,"Illinois, United States",2024-04-06 02:15:57,"Project Management, Information Technology",2,2024-04,0,9,11,9,Information Technology & Digital
3887855768,RbA Confirmation Rep,Full-time,,,Mid-Senior level,"Sauk Rapids, MN",2024-04-06 02:15:57,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887855844,"Business Development Manager, Facial- Allergan Aesthetics Sugar Land, TX",Full-time,,,Mid-Senior level,"Sugar Land, TX",2024-04-06 02:10:25,"Business Development, Sales",2,2024-04,4,3,6,3,Sales & Business Development
3887855851,OPERATIONS ASSISTANT MANAGER,Full-time,,,Mid-Senior level,"East Peoria, IL",2024-04-06 02:16:30,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887855855,Maintenance Worker/Porter I (Castle Hill YMCA),Part-time,,37440.0,Entry level,"Bronx, NY",2024-04-06 02:19:31,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887855865,MERCHANDISE ASSISTANT MANAGER,Full-time,,,Mid-Senior level,"Joppa, MD",2024-04-06 02:16:30,"Marketing, Sales",2,2024-04,6,5,3,5,Finance & Sales
3887855872,Director of Philanthropy,Full-time,,,Director,"Carpinteria, CA",2024-04-06 02:19:31,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887855873,Maintenance Worker/Porter II (Castle Hill YMCA),Part-time,,37440.0,Entry level,"Bronx, NY",2024-04-06 02:19:31,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887855874,Aquatics Director,Full-time,,,Director,"Everett, WA",2024-04-06 02:19:32,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887855878,Cash Office Responsible,Full-time,,,Entry level,"Meridian, ID",2024-04-06 02:06:45,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887855920,Direct Marketing Associate - Pittsburgh,Full-time,,,Entry level,"Pittsburgh, PA",2024-04-06 02:15:56,"Marketing, Sales",2,2024-04,6,5,3,5,Finance & Sales
3887855939,ASSISTANT STORE MANAGER,Full-time,,,Entry level,"San Antonio, TX",2024-04-06 02:16:30,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887855994,ASSISTANT STORE MANAGER,Full-time,,,Entry level,"Superior, AZ",2024-04-06 02:16:30,"Sales, Business Development",2,2024-04,4,3,6,3,Sales & Business Development
3887856054,Global Senior Fit Tech - Men's Sportswear,Full-time,,,Mid-Senior level,"Costa Mesa, CA",2024-04-06 01:35:08,"Engineering, Information Technology",2,2024-04,0,2,1,2,Engineering & IT
3887856072,Laboratory Assistant,Full-time,,35000.0,Associate,"Texas, United States",2024-04-06 01:27:50,"Research, Science",2,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887856096,Payroll Delivery Manager II,Full-time,1.0,,Mid-Senior level,United States,2024-04-06 01:41:51,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887856152,Executive Director,Full-time,,,Executive,"Glendale, CA",2024-04-06 01:42:13,"Business Development, Sales",2,2024-04,4,3,6,3,Sales & Business Development
3887856223,PRN Speech Language Pathologist,Full-time,,104000.0,Entry level,"Des Moines, WA",2024-04-06 01:45:46,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887856246,AVP Financial Analyst - Commercial Transportation Finance,Full-time,,124200.0,,"Irving, TX",2024-04-06 01:47:13,"Finance, Sales",2,2024-04,5,5,10,5,Finance & Sales
3887856298,Customer Experience Manager,Full-time,,,Mid-Senior level,"Lake Orion, MI",2024-04-06 01:51:19,Other,1,2024-04,3,4,4,4,Other / Unclassified
3887856300,Beauty Advisor,Full-time,,,,"Rapid City, SD",2024-04-06 01:50:12,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887856385,CDL A Local Delivery Truck Driver,Full-time,,,Entry level,"Olathe, KS",2024-04-06 01:51:57,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887856487,Senior Laboratory Manager - Dulac Lab,Full-time,,100825.0,Mid-Senior level,"Cambridge, MA",2024-04-06 01:43:04,"Research, Administrative, Management",3,2024-04,7,6,5,6,Administrative & Legal
3887856578,Material Handler,Full-time,,,Entry level,"Conley, GA",2024-04-06 01:58:37,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
3887856595,Med-Surg Registered Nurse,Contract,,,,"St Johnsbury, VT",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887856596,Labor & Delivery Registered Nurse,Contract,,,,"Newberg, OR",2024-04-06 01:58:19,Health Care Provider,1,2024-04,2,0,2,0,Healthcare
3887856605,Retail Distribution Center Delivery Helper,Full-time,,,Entry level,"St George, UT",2024-04-06 01:59:24,Distribution,1,2024-04,6,8,9,8,"HR, Education & Quality Assurance"
3887856607,Environmental Intern,Internship,,,Internship,"Arcadia, WI",2024-04-06 01:59:24,"Management, Manufacturing",2,2024-04,1,1,0,1,Manufacturing & Operations
